mes,grupo,modelo_id,ganancia_test
202106,rolling_01,rolling_01_seed1,362400000.0
202106,rolling_01,rolling_01_seed2,357600000.0
202106,rolling_01,rolling_01_seed3,372800000.0
202106,rolling_02,rolling_02_seed1,379200000.0
202106,rolling_02,rolling_02_seed2,366400000.0
202106,rolling_02,rolling_02_seed3,363200000.0
202106,rolling_03,rolling_03_seed1,371200000.0
202106,rolling_03,rolling_03_seed2,368800000.0
202106,rolling_03,rolling_03_seed3,373600000.0
202106,rolling_04,rolling_04_seed1,340000000.0
202106,rolling_04,rolling_04_seed2,327200000.0
202106,rolling_04,rolling_04_seed3,332800000.0
202106,rolling_05,rolling_05_seed1,337600000.0
202106,rolling_05,rolling_05_seed2,340000000.0
202106,rolling_05,rolling_05_seed3,339200000.0
202106,rolling_06,rolling_06_seed1,378400000.0
202106,rolling_06,rolling_06_seed2,381600000.0
202106,rolling_06,rolling_06_seed3,370400000.0
202106,rolling_07,rolling_07_seed1,350400000.0
202106,rolling_07,rolling_07_seed2,362400000.0
202106,rolling_07,rolling_07_seed3,338400000.0
202106,seasonal_summer,seasonal_summer_seed1,368000000.0
202106,seasonal_summer,seasonal_summer_seed2,375200000.0
202106,seasonal_summer,seasonal_summer_seed3,370400000.0
202106,seasonal_autumn,seasonal_autumn_seed1,352800000.0
202106,seasonal_autumn,seasonal_autumn_seed2,354400000.0
202106,seasonal_autumn,seasonal_autumn_seed3,358400000.0
202106,seasonal_winter,seasonal_winter_seed1,368800000.0
202106,seasonal_winter,seasonal_winter_seed2,371200000.0
202106,seasonal_winter,seasonal_winter_seed3,368800000.0
202106,seasonal_spring,seasonal_spring_seed1,352000000.0
202106,seasonal_spring,seasonal_spring_seed2,344000000.0
202106,seasonal_spring,seasonal_spring_seed3,354400000.0
202106,seasonal_end_of_year,seasonal_end_of_year_seed1,374400000.0
202106,seasonal_end_of_year,seasonal_end_of_year_seed2,364800000.0
202106,seasonal_end_of_year,seasonal_end_of_year_seed3,363200000.0
202106,seasonal_q1,seasonal_q1_seed1,352000000.0
202106,seasonal_q1,seasonal_q1_seed2,364800000.0
202106,seasonal_q1,seasonal_q1_seed3,358400000.0
202106,seasonal_q2,seasonal_q2_seed1,361600000.0
202106,seasonal_q2,seasonal_q2_seed2,366400000.0
202106,seasonal_q2,seasonal_q2_seed3,361600000.0
202106,mixed_recent_01,mixed_recent_01_seed1,350400000.0
202106,mixed_recent_01,mixed_recent_01_seed2,340000000.0
202106,mixed_recent_01,mixed_recent_01_seed3,334400000.0
202106,mixed_recent_02,mixed_recent_02_seed1,357600000.0
202106,mixed_recent_02,mixed_recent_02_seed2,353600000.0
202106,mixed_recent_02,mixed_recent_02_seed3,336800000.0
202106,mixed_early_01,mixed_early_01_seed1,366400000.0
202106,mixed_early_01,mixed_early_01_seed2,364800000.0
202106,mixed_early_01,mixed_early_01_seed3,360800000.0
202106,mixed_early_02,mixed_early_02_seed1,384000000.0
202106,mixed_early_02,mixed_early_02_seed2,382400000.0
202106,mixed_early_02,mixed_early_02_seed3,377600000.0
202106,mixed_transition,mixed_transition_seed1,360000000.0
202106,mixed_transition,mixed_transition_seed2,353600000.0
202106,mixed_transition,mixed_transition_seed3,349600000.0
202106,mixed_full_year,mixed_full_year_seed1,355200000.0
202106,mixed_full_year,mixed_full_year_seed2,351200000.0
202106,mixed_full_year,mixed_full_year_seed3,345600000.0
202106,GLOBAL,ensamble_global,402400000.0
202106,GRUPOS,ensamble_grupos,402400000.0
