mes,grupo,modelo_id,ganancia_test
202104,rolling_01,rolling_01_seed1,321600000.0
202104,rolling_02,rolling_02_seed1,320000000.0
202104,rolling_03,rolling_03_seed1,342400000.0
202104,rolling_04,rolling_04_seed1,327200000.0
202104,rolling_05,rolling_05_seed1,367200000.0
202104,rolling_06,rolling_06_seed1,336800000.0
202104,rolling_07,rolling_07_seed1,337600000.0
202104,seasonal_summer,seasonal_summer_seed1,352800000.0
202104,seasonal_autumn,seasonal_autumn_seed1,332800000.0
202104,seasonal_winter,seasonal_winter_seed1,325600000.0
202104,seasonal_spring,seasonal_spring_seed1,330400000.0
202104,seasonal_end_of_year,seasonal_end_of_year_seed1,325600000.0
202104,seasonal_q1,seasonal_q1_seed1,324000000.0
202104,seasonal_q2,seasonal_q2_seed1,331200000.0
202104,mixed_recent_01,mixed_recent_01_seed1,358400000.0
202104,mixed_recent_02,mixed_recent_02_seed1,324000000.0
202104,mixed_early_01,mixed_early_01_seed1,332800000.0
202104,mixed_early_02,mixed_early_02_seed1,347200000.0
202104,mixed_transition,mixed_transition_seed1,340000000.0
202104,mixed_full_year,mixed_full_year_seed1,351200000.0
202104,GLOBAL,ensamble_global,362400000.0
202104,GRUPOS,ensamble_grupos,362400000.0
