numero_de_cliente,probabilidad,predict
786630854,0.96949303,1
1348083332,0.9694443,1
1458151719,0.96345156,1
1053489572,0.9579571,1
571851534,0.9546218,1
698013750,0.9539684,1
1113865895,0.9528737,1
889464941,0.94899625,1
1135779596,0.9489252,1
1382882160,0.94833934,1
1152785170,0.9480771,1
345764726,0.94612753,1
254907010,0.9453061,1
1216464499,0.94465816,1
1070067212,0.94437075,1
640659315,0.9414485,1
1327182802,0.9341386,1
1224868836,0.92509955,1
706621333,0.9235567,1
519484867,0.92304355,1
1358812005,0.92198056,1
973594039,0.91999274,1
552491803,0.91916245,1
808609243,0.91805524,1
961886397,0.91501105,1
1488905496,0.9150109,1
1000685202,0.9145215,1
585683751,0.9135091,1
608525679,0.9131977,1
1356773835,0.90898645,1
902482861,0.9070896,1
334778486,0.9062969,1
892102199,0.9050911,1
990609528,0.90505946,1
1201785516,0.90305555,1
1000849728,0.90279865,1
653678763,0.9013709,1
1250169634,0.9010264,1
259309251,0.90012056,1
985463211,0.900118,1
894415665,0.8981789,1
755448774,0.8965228,1
901895430,0.89321744,1
823297125,0.8929316,1
1198503149,0.8918228,1
721783084,0.89115775,1
1323098521,0.8896602,1
864867586,0.8886193,1
992045390,0.88836575,1
781851942,0.8854703,1
690003736,0.8846226,1
710322376,0.8842701,1
1161230412,0.8836139,1
1233370816,0.8816217,1
964454380,0.88069504,1
888232760,0.8788384,1
1127869052,0.8782482,1
1113578268,0.8755646,1
817861209,0.87555104,1
687052369,0.8723177,1
465680374,0.8682755,1
777470119,0.8652772,1
1198560681,0.86476785,1
1243596721,0.86454314,1
658350101,0.86443824,1
1010399747,0.8639201,1
454549155,0.8636058,1
998205972,0.8635564,1
661551749,0.8589605,1
650904759,0.85870475,1
1131555954,0.8585936,1
1006693084,0.85661495,1
604559032,0.853865,1
1062593134,0.85337496,1
607897411,0.85117614,1
679809112,0.8464271,1
1202349394,0.8458084,1
1235133605,0.8456052,1
959344895,0.844128,1
976745944,0.84390724,1
1223440770,0.84233844,1
755000054,0.83790255,1
643545404,0.83776104,1
1000163117,0.83668554,1
1168266999,0.8366345,1
1192098835,0.83589375,1
744058434,0.83549726,1
721189607,0.8354031,1
478620847,0.8353546,1
320600734,0.8349376,1
592537298,0.83441335,1
439390973,0.83418167,1
1234207214,0.83397055,1
266616403,0.8324382,1
1236309706,0.8316997,1
796511591,0.8291168,1
654154538,0.8282221,1
845233653,0.8278513,1
1463106088,0.82708806,1
1024450309,0.8257748,1
913911109,0.8240369,1
278472295,0.82281476,1
270699224,0.82248193,1
355539870,0.8223938,1
1169057309,0.82189655,1
258808387,0.82064086,1
563797027,0.8199496,1
273908670,0.81984204,1
596633902,0.8181712,1
1325996283,0.81647336,1
809215633,0.8155678,1
1089552153,0.8132812,1
1547273547,0.81172067,1
1081034126,0.81091577,1
300318182,0.8096527,1
1472402469,0.8094239,1
273019180,0.80930156,1
311680734,0.80851346,1
634386778,0.80634767,1
457966219,0.8058694,1
576147302,0.80531645,1
1112973262,0.8051158,1
279850258,0.80504835,1
606774623,0.8042091,1
1231095199,0.8035539,1
561575236,0.8024953,1
615199959,0.8024195,1
961480196,0.80189055,1
851521280,0.8005258,1
934566173,0.79973567,1
587486728,0.7989434,1
456161423,0.7977885,1
306285953,0.7975767,1
787353922,0.7964426,1
994389411,0.7962948,1
779846086,0.7961942,1
1209658433,0.79325783,1
957095162,0.79323065,1
273950532,0.7930959,1
635099205,0.79122174,1
827991946,0.79121053,1
847466605,0.7906988,1
762935969,0.79044646,1
845375062,0.79021156,1
685885466,0.7879589,1
356662435,0.78793514,1
1462059365,0.78668576,1
952783057,0.7864447,1
960841355,0.78636163,1
1198753500,0.7844235,1
825106148,0.7836694,1
1318395168,0.7819147,1
1022578706,0.7814857,1
1199448353,0.78132427,1
495599069,0.7798872,1
840928986,0.7797533,1
1440838176,0.7784265,1
677541223,0.7778395,1
783944510,0.7769523,1
719356587,0.7760032,1
811646656,0.7757827,1
330724102,0.775385,1
1205141623,0.7751675,1
959681813,0.7732611,1
315375723,0.7731114,1
839427641,0.771861,1
1213881716,0.77121776,1
477328581,0.7699793,1
1207471134,0.7686488,1
438065957,0.76812756,1
796224332,0.76647794,1
731111548,0.76551694,1
998643975,0.76488006,1
1044843484,0.7639967,1
597392052,0.76295286,1
353023962,0.7629003,1
688620743,0.76162106,1
595687674,0.7611958,1
274914992,0.76094586,1
1357857024,0.7608762,1
800143506,0.76082426,1
662068292,0.7606443,1
995661549,0.76064134,1
349336325,0.76062095,1
1213251185,0.7603776,1
1435505821,0.7600241,1
620383766,0.75925076,1
1070520236,0.75923353,1
563717249,0.7590692,1
779012668,0.759015,1
1223131931,0.75890946,1
1079973551,0.75866455,1
765803467,0.7586208,1
349489989,0.75851405,1
1301383539,0.7566211,1
842621263,0.75556374,1
788745591,0.75506145,1
672560961,0.75390863,1
594762736,0.7536391,1
674915118,0.7534885,1
853474633,0.7508259,1
1075552710,0.75037557,1
602615158,0.7503394,1
854247735,0.749019,1
554650733,0.7477646,1
1332194712,0.7475154,1
550192923,0.7468369,1
1469808379,0.7460321,1
1489729137,0.74601465,1
1227062693,0.7456701,1
488872935,0.7453877,1
1330362572,0.7453738,1
1044883015,0.745026,1
1332032090,0.7448336,1
571712968,0.74476475,1
466558635,0.7445136,1
458336545,0.74423474,1
571173675,0.7441408,1
845134908,0.7439376,1
713605921,0.7419411,1
951539074,0.7419022,1
655744278,0.74149185,1
614558130,0.7411866,1
1179923514,0.74063504,1
654555709,0.74049604,1
777072082,0.7400913,1
715237805,0.74001634,1
584174379,0.739849,1
881186916,0.73938537,1
681912551,0.7391396,1
1214674793,0.73848474,1
603728389,0.7374893,1
703454253,0.73669356,1
620115832,0.73655194,1
983005783,0.7360187,1
1301499936,0.7359871,1
577689416,0.7356951,1
1339083989,0.7351746,1
804186438,0.7346336,1
752048039,0.73388934,1
999567231,0.7334429,1
853067774,0.7331807,1
1163686892,0.7330781,1
885898006,0.73273605,1
904833807,0.73230016,1
551152567,0.73209393,1
1238491830,0.7320273,1
1320406352,0.7320043,1
455630516,0.7318985,1
341405363,0.7318971,1
280104990,0.73174137,1
1215010037,0.731502,1
284742202,0.7314087,1
1098369838,0.7301827,1
613282345,0.7300792,1
1443557407,0.7292955,1
560770554,0.72852814,1
815919452,0.7283182,1
780530068,0.7282036,1
1048843684,0.728026,1
706379573,0.72729594,1
894719337,0.7264345,1
749788536,0.7260009,1
348737160,0.725839,1
900939355,0.7237362,1
1054766160,0.72341406,1
559271250,0.7232478,1
877644703,0.7232059,1
269980452,0.7231734,1
282315406,0.7225198,1
908474185,0.7221874,1
1460824929,0.7217835,1
840040589,0.7206124,1
886267597,0.7198829,1
1168793901,0.71884906,1
1094942851,0.7186389,1
586766069,0.71709645,1
799586784,0.7167229,1
650007395,0.7155305,1
901949760,0.7154932,1
334023540,0.71523863,1
776857675,0.7134816,1
597060957,0.7133019,1
1122340744,0.7129677,1
1224684326,0.7125364,1
1292054930,0.71141255,1
1211276542,0.71129435,1
802542223,0.7108404,1
626519121,0.71032727,1
899339334,0.7096728,1
874717632,0.70932114,1
1222748992,0.7092153,1
499999337,0.70827127,1
555521197,0.7079133,1
904668700,0.7075275,1
1129172992,0.70721805,1
969043172,0.7071837,1
1442557062,0.7068614,1
517465374,0.7066307,1
629052023,0.7061722,1
777812144,0.70591974,1
697611554,0.70578414,1
513476046,0.70387554,1
981203105,0.70358986,1
740845931,0.70356697,1
1526510558,0.7027071,1
1179268995,0.7023242,1
334868034,0.7020432,1
928847010,0.7017368,1
555973563,0.7015842,1
847304496,0.70145094,1
703907858,0.70082957,1
306652778,0.7005705,1
812986404,0.7001764,1
1089707559,0.699094,1
712351426,0.6987353,1
293245719,0.6971715,1
469710181,0.6966343,1
1327932710,0.6960703,1
889981843,0.69579494,1
1409886687,0.69447124,1
457646218,0.6944133,1
867803632,0.69441324,1
1198583004,0.6941174,1
628386052,0.69356763,1
634031260,0.69356287,1
548156146,0.6917728,1
1038027871,0.6909398,1
893273193,0.69085747,1
596528590,0.6905339,1
1068600863,0.6894449,1
750510588,0.6893427,1
1458746221,0.68833196,1
626756500,0.68808454,1
810725082,0.6876992,1
807228223,0.68710405,1
296733526,0.6864474,1
851543961,0.6864257,1
957789502,0.68618673,1
597643863,0.68593395,1
433702733,0.6858766,1
1291643042,0.685528,1
879366655,0.6852807,1
1211026763,0.6849118,1
1315465245,0.6843235,1
1435085248,0.68426144,1
332068803,0.68376577,1
514647544,0.68332124,1
1095641786,0.68324107,1
470331951,0.68281615,1
830774260,0.6818894,1
1391269212,0.6813306,1
943707139,0.6809697,1
667473568,0.680602,1
597188362,0.68037105,1
600089549,0.68026745,1
1095585919,0.6798747,1
309136594,0.67922133,1
882749448,0.6789583,1
1077262339,0.6788274,1
306838372,0.6775662,1
1339799406,0.67733985,1
1092620488,0.677153,1
631683815,0.67622197,1
493250232,0.6760832,1
954626581,0.67572975,1
703546874,0.6753257,1
1487441701,0.67529213,1
498154362,0.67492634,1
1303330334,0.6747616,1
999158844,0.67438036,1
511379532,0.67427075,1
1071064781,0.6730924,1
1062670658,0.67296016,1
1231587531,0.6726909,1
1210941076,0.6719021,1
1030565903,0.67185533,1
861519361,0.67048955,1
464422087,0.6703547,1
1019193581,0.6693389,1
462784371,0.66897887,1
1112472330,0.6689531,1
1234640837,0.6688756,1
638441239,0.66826373,1
810702981,0.6674908,1
491664360,0.6668599,1
289124393,0.666751,1
733887594,0.66604555,1
729212089,0.66539437,1
620129615,0.665259,1
640026598,0.66425526,1
559810030,0.66365993,1
1319397041,0.6632626,1
494407221,0.66290826,1
1224705112,0.6627623,1
1468992689,0.6608128,1
794440834,0.66070014,1
605252125,0.65934706,1
832508322,0.658139,1
976192578,0.6580157,1
1462254959,0.6576404,1
271024187,0.6575569,1
503399561,0.65711087,1
1314047111,0.65687287,1
1249442553,0.65630466,1
719384589,0.6559696,1
912704607,0.65580946,1
1224089969,0.65517557,1
495191407,0.6551143,1
1419629524,0.6547977,1
763139292,0.65456355,1
571925112,0.6531657,1
715968097,0.65161216,1
1006445423,0.6513663,1
1143370574,0.65133023,1
803563934,0.6513013,1
1009893922,0.65118897,1
533361355,0.650741,1
1246638651,0.65056324,1
1038994808,0.65055287,1
734006322,0.6498724,1
1302513039,0.64861023,1
592064359,0.6474426,1
773525564,0.64738715,1
1318213502,0.6472801,1
730085687,0.64721936,1
547718219,0.6459151,1
572352910,0.6458843,1
459485147,0.645281,1
1037880484,0.64500916,1
596386387,0.64378786,1
690723447,0.64339733,1
1252166455,0.64329374,1
257555651,0.64305574,1
566422987,0.6423001,1
1028072454,0.64187086,1
1167409302,0.64182603,1
829720978,0.64030564,1
1019821918,0.639776,1
679020843,0.6394105,1
1008634396,0.63917273,1
898779699,0.6388043,1
1019205178,0.6382491,1
283272360,0.63809603,1
288651966,0.6367479,1
465509358,0.6360648,1
946877062,0.63603383,1
945537682,0.6359035,1
1159611218,0.6351793,1
1124826097,0.6351749,1
661716489,0.6350913,1
1330071299,0.6343466,1
796934351,0.63417804,1
1207609034,0.63404953,1
826130848,0.63371146,1
1469402972,0.63334596,1
308198538,0.6327741,1
628650707,0.6321565,1
732815780,0.6316957,1
