mes,grupo,modelo_id,ganancia_test
202106,rolling_01,rolling_01_seed1,870460000.0
202106,rolling_02,rolling_02_seed1,893640000.0
202106,rolling_03,rolling_03_seed1,888620000.0
202106,rolling_04,rolling_04_seed1,884640000.0
202106,rolling_05,rolling_05_seed1,924160000.0
202106,rolling_06,rolling_06_seed1,907700000.0
202106,rolling_07,rolling_07_seed1,883980000.0
202106,seasonal_summer,seasonal_summer_seed1,910160000.0
202106,seasonal_autumn,seasonal_autumn_seed1,918860000.0
202106,seasonal_winter,seasonal_winter_seed1,860320000.0
202106,seasonal_spring,seasonal_spring_seed1,868980000.0
202106,seasonal_end_of_year,seasonal_end_of_year_seed1,887280000.0
202106,seasonal_q1,seasonal_q1_seed1,873960000.0
202106,seasonal_q2,seasonal_q2_seed1,868160000.0
202106,mixed_recent_01,mixed_recent_01_seed1,928420000.0
202106,mixed_recent_02,mixed_recent_02_seed1,882540000.0
202106,mixed_early_01,mixed_early_01_seed1,872740000.0
202106,mixed_early_02,mixed_early_02_seed1,877140000.0
202106,mixed_transition,mixed_transition_seed1,858760000.0
202106,mixed_full_year,mixed_full_year_seed1,905440000.0
202106,GLOBAL,ensamble_global,933480000.0
202106,GRUPOS,ensamble_grupos,933480000.0
