numero_de_cliente,probabilidad,predict
723138511,0.95021546,1
316227442,0.93176967,1
1539063779,0.90743923,1
496272333,0.9024676,1
865887179,0.896344,1
307306785,0.8928008,1
1306687893,0.88932145,1
1229634178,0.8880518,1
1231971341,0.8828947,1
1383962726,0.8812234,1
767524471,0.88122034,1
551573576,0.87986076,1
1234932332,0.879434,1
598280662,0.8793473,1
1333333623,0.8784277,1
571851534,0.8780974,1
1338400811,0.87666905,1
1306133792,0.876192,1
884035080,0.87414896,1
1122340744,0.873487,1
491664360,0.8709677,1
504759872,0.8667542,1
1318294749,0.8665179,1
846843956,0.8643565,1
745487516,0.8637622,1
644676568,0.86294234,1
1231946764,0.8625678,1
815304318,0.8621726,1
432842338,0.8617622,1
878868856,0.8617176,1
839768428,0.86141217,1
458154443,0.8609166,1
1077360503,0.8595896,1
320161493,0.8574317,1
654900945,0.8571147,1
1334226315,0.85569465,1
1163420563,0.85470116,1
1437127499,0.85336274,1
464056578,0.85291946,1
773599296,0.8526567,1
466558635,0.8513986,1
807744331,0.8513401,1
1013856119,0.85127103,1
985241289,0.8512457,1
461452284,0.850793,1
960841355,0.85046375,1
491982688,0.8492409,1
483974859,0.8474229,1
722148738,0.8460476,1
725911849,0.84591115,1
1237423372,0.84517896,1
1489729137,0.8448168,1
499946835,0.84302056,1
1449564990,0.8428601,1
909584641,0.8427863,1
1121225617,0.8416483,1
530149356,0.84131116,1
1339359438,0.83989525,1
463192323,0.83970183,1
939786077,0.83968467,1
915577570,0.83947134,1
1444463310,0.83903533,1
1095641786,0.83849466,1
354916631,0.83799285,1
1224188569,0.837674,1
779902312,0.83739865,1
344207736,0.83653355,1
925584618,0.8363245,1
524867394,0.8362667,1
588866510,0.83571947,1
587326728,0.8355176,1
465337547,0.83505136,1
1018675288,0.83483857,1
1009181571,0.8345643,1
517364443,0.83438027,1
268237057,0.83271563,1
1300750608,0.8310666,1
738305514,0.83072835,1
843005073,0.8305322,1
865341029,0.8303868,1
714722722,0.8296717,1
1381401378,0.82949364,1
1172731376,0.8294773,1
1070520236,0.8294362,1
1134705015,0.82898426,1
1326528214,0.8288125,1
1001930722,0.8285087,1
308198538,0.8282835,1
499191017,0.82826215,1
1382659666,0.82719934,1
1200264555,0.82671946,1
341405363,0.82630444,1
802036842,0.8256732,1
1460471965,0.82526207,1
1355024975,0.82474726,1
732842475,0.8238491,1
310195495,0.8234402,1
340674857,0.82238406,1
675626376,0.82174647,1
1454897491,0.8217021,1
876172743,0.8212234,1
1331896155,0.82052976,1
829599475,0.8203782,1
747688163,0.8203332,1
1453782142,0.8203167,1
892732799,0.81995714,1
280482173,0.819458,1
706663117,0.8191055,1
465674909,0.81839573,1
778935366,0.81824654,1
1107139752,0.8177325,1
249952495,0.8175268,1
1463740992,0.8171735,1
512269757,0.8170862,1
899966586,0.8159332,1
891444836,0.8151231,1
1200808878,0.81493056,1
681999477,0.8146548,1
1353564680,0.81444246,1
1325424018,0.81378126,1
807086233,0.8130528,1
324040923,0.8130082,1
1060827347,0.81287134,1
1236829015,0.8124611,1
1085813474,0.8120548,1
507653834,0.8109994,1
342839406,0.8105211,1
1384446374,0.8086977,1
676227735,0.8086317,1
1246750521,0.8083727,1
478607064,0.8078373,1
1439243261,0.8072796,1
636964898,0.8068627,1
1462627393,0.80680645,1
573702274,0.80653274,1
979064738,0.80646354,1
867315168,0.8064228,1
619867513,0.8062116,1
348824675,0.80592597,1
560770554,0.80571616,1
441213780,0.80536956,1
347512349,0.80506885,1
506637017,0.80489016,1
644104534,0.8045977,1
1053229221,0.8044751,1
278188904,0.8044685,1
824427709,0.8043434,1
447363721,0.8041669,1
1317452945,0.8038891,1
980971336,0.80340433,1
265494196,0.8029705,1
1164784957,0.8025876,1
268346083,0.8020954,1
1031705462,0.80202246,1
1499666757,0.8010987,1
658715396,0.8009763,1
891715981,0.8005274,1
853474633,0.800243,1
597854700,0.8001583,1
462784371,0.79934907,1
1107360726,0.79890335,1
473756828,0.7988441,1
603245758,0.79872596,1
990090867,0.79865056,1
472123117,0.79819584,1
779846086,0.79719365,1
274440311,0.79718506,1
597446381,0.7966958,1
1327182802,0.796204,1
1292054930,0.7959385,1
347905134,0.7955167,1
889762116,0.7944404,1
297153297,0.7939111,1
1069693163,0.79323643,1
1028130789,0.7932255,1
1090997571,0.7930729,1
576328088,0.792493,1
680730105,0.7924413,1
805005484,0.79235506,1
315637466,0.79222405,1
1079148886,0.79211855,1
688833690,0.79209083,1
300333280,0.79207855,1
549628251,0.7918478,1
515986779,0.7918068,1
770604839,0.7917579,1
1469960216,0.79127127,1
703610974,0.79118264,1
605476157,0.7910999,1
