numero_de_cliente,probabilidad,predict
1348083332,0.9570704,1
1135779596,0.95403236,1
1458151719,0.9497497,1
1382882160,0.94690716,1
796511591,0.9454026,1
698013750,0.94519055,1
1152785170,0.941074,1
786630854,0.93849814,1
710322376,0.93645734,1
1325996283,0.93438745,1
334778486,0.9336099,1
345764726,0.93286407,1
864867586,0.92557216,1
1327182802,0.92282486,1
658350101,0.9198351,1
1301383539,0.9190797,1
1491222386,0.9132095,1
762935969,0.9129713,1
1216464499,0.91278875,1
706621333,0.9127534,1
1357857024,0.9116633,1
1112973262,0.9099247,1
1205141623,0.90939176,1
1192098835,0.90883005,1
826130848,0.9086644,1
655744278,0.90847635,1
994389411,0.9069663,1
608525679,0.9055943,1
1053489572,0.9037631,1
1250169634,0.903254,1
845134908,0.9030828,1
985463211,0.900017,1
1339083989,0.8979181,1
894415665,0.8971636,1
779846086,0.8971411,1
902482861,0.8952145,1
1356773835,0.89514065,1
1462059365,0.89416957,1
454549155,0.8927161,1
478620847,0.89146996,1
498154362,0.8877288,1
679020843,0.88736016,1
995661549,0.8868049,1
571851534,0.88601875,1
1000849728,0.8848551,1
740845931,0.8845501,1
1089552153,0.883924,1
643545404,0.88392323,1
1333439797,0.88309795,1
603728389,0.88271916,1
1010399747,0.8822238,1
1223440770,0.8822048,1
839427641,0.88178897,1
615199959,0.88102335,1
688620743,0.8810046,1
547718219,0.8807858,1
306652778,0.880473,1
1330362572,0.88031197,1
640659315,0.87944716,1
721783084,0.87816155,1
961886397,0.8778135,1
1234640837,0.8772332,1
687052369,0.8760792,1
628386052,0.8741951,1
889464941,0.8738873,1
465680374,0.8736718,1
258808387,0.87232435,1
727279018,0.871946,1
1231095199,0.87132865,1
690003736,0.8704343,1
635099205,0.8690398,1
1198560681,0.8690272,1
334023540,0.86897886,1
913911109,0.86839175,1
280104990,0.8680509,1
1409886687,0.86774653,1
356662435,0.86713845,1
311680734,0.8667207,1
1070067212,0.8661445,1
901895430,0.8649656,1
964454380,0.8643081,1
1236309706,0.86404824,1
517465374,0.863624,1
1113865895,0.86202735,1
1127869052,0.86193234,1
1460824929,0.86186683,1
847466605,0.86096644,1
1391269212,0.8607178,1
1243596721,0.8604585,1
1233370816,0.8604545,1
1469808379,0.85983706,1
1358812005,0.8583138,1
1113578268,0.85829407,1
681912551,0.85733145,1
1044883015,0.8568102,1
1292054930,0.8565585,1
1201785516,0.8563572,1
1224868836,0.855381,1
587486728,0.85428053,1
552491803,0.85426867,1
755000054,0.85412186,1
974103580,0.8517038,1
327091026,0.8515577,1
892102199,0.85038847,1
1234207214,0.85005975,1
957095162,0.8496175,1
879366655,0.8493448,1
1323098521,0.8478526,1
654555709,0.84724784,1
334868034,0.8465075,1
1468992689,0.8455148,1
779012668,0.84550065,1
1235133605,0.8449545,1
854527480,0.84453374,1
606774623,0.84278136,1
656988414,0.8424564,1
561575236,0.84238243,1
1168266999,0.8417617,1
763139292,0.8417585,1
840040589,0.8413679,1
254907010,0.8410956,1
315375723,0.8409275,1
1198583004,0.8398099,1
279931864,0.8392695,1
1443557407,0.838933,1
1334496512,0.8387114,1
1463106088,0.8382766,1
514107593,0.8376785,1
250700362,0.83688325,1
1442557062,0.83624023,1
1124826097,0.8361808,1
661551749,0.8354263,1
607897411,0.8347695,1
827991946,0.8337881,1
1198503149,0.8335928,1
780530068,0.83332074,1
597060957,0.8332583,1
981203105,0.83158445,1
1089707559,0.83142716,1
695443213,0.8313925,1
594762736,0.83136463,1
653678763,0.8313357,1
563717249,0.8302323,1
777470119,0.8289992,1
628650707,0.8289505,1
1223131931,0.82874835,1
519484867,0.8283378,1
1354107115,0.8281751,1
777812144,0.82786226,1
799055655,0.8277584,1
582371479,0.82626617,1
650904759,0.82614386,1
457966219,0.8260729,1
973594039,0.8255468,1
960841355,0.82466155,1
943707139,0.82373136,1
679809112,0.8236311,1
701203290,0.82345206,1
1332032090,0.8223192,1
881186916,0.8217854,1
662068292,0.821492,1
438065957,0.8207683,1
646248366,0.81996715,1
1048843684,0.8195377,1
571173675,0.81953317,1
1169057309,0.8189225,1
514647544,0.81778914,1
1210941076,0.8177637,1
320600734,0.8174622,1
882883052,0.81708455,1
596633902,0.81694025,1
639230157,0.8164547,1
973583168,0.8160982,1
869678292,0.81589115,1
1329950018,0.81534266,1
300318182,0.814962,1
1076851757,0.81467825,1
1339799406,0.8144179,1
1081034126,0.81265813,1
690723447,0.8109876,1
1249442553,0.8105583,1
830774260,0.810538,1
898040073,0.8095742,1
263130415,0.80939597,1
1202349394,0.80932975,1
811646656,0.8093038,1
1332194712,0.8090759,1
904833807,0.8088151,1
274914992,0.80844736,1
1199448353,0.80772746,1
1488905496,0.8075779,1
284742202,0.8069466,1
1137207004,0.80579895,1
469710181,0.805376,1
885898006,0.8044171,1
973054379,0.80427206,1
1094942851,0.80400157,1
255060887,0.8037433,1
634386778,0.8037332,1
928117666,0.8035101,1
449351352,0.8033323,1
297387687,0.80292165,1
256410549,0.8027329,1
777072082,0.8024554,1
