mes,grupo,modelo_id,ganancia_test
202107,rolling_01,rolling_01_seed1,387200000.0
202107,rolling_02,rolling_02_seed1,400000000.0
202107,rolling_03,rolling_03_seed1,391200000.0
202107,rolling_04,rolling_04_seed1,383200000.0
202107,rolling_05,rolling_05_seed1,369600000.0
202107,rolling_06,rolling_06_seed1,394400000.0
202107,rolling_07,rolling_07_seed1,407200000.0
202107,seasonal_summer,seasonal_summer_seed1,391200000.0
202107,seasonal_autumn,seasonal_autumn_seed1,413600000.0
202107,seasonal_winter,seasonal_winter_seed1,402400000.0
202107,seasonal_spring,seasonal_spring_seed1,411200000.0
202107,seasonal_end_of_year,seasonal_end_of_year_seed1,394400000.0
202107,seasonal_q1,seasonal_q1_seed1,384000000.0
202107,seasonal_q2,seasonal_q2_seed1,415200000.0
202107,mixed_recent_01,mixed_recent_01_seed1,388000000.0
202107,mixed_recent_02,mixed_recent_02_seed1,388000000.0
202107,mixed_early_01,mixed_early_01_seed1,395200000.0
202107,mixed_early_02,mixed_early_02_seed1,396800000.0
202107,mixed_transition,mixed_transition_seed1,385600000.0
202107,mixed_full_year,mixed_full_year_seed1,399200000.0
202107,mixed_full_year_21,mixed_full_year_21_seed1,379200000.0
202107,GLOBAL,ensamble_global,433600000.0
202107,GRUPOS,ensamble_grupos,433600000.0
