numero_de_cliente,probabilidad,predict
1016783779,0.9733221,1
507653834,0.9719183,1
1122340744,0.9577339,1
496272333,0.95670164,1
1469402972,0.94980145,1
346202943,0.9458829,1
1038027871,0.9435412,1
703907858,0.9403351,1
957781338,0.93944883,1
1459306077,0.9383637,1
1093623821,0.9320917,1
690072207,0.9302393,1
841876239,0.9246167,1
447990093,0.9245017,1
1237423372,0.9229218,1
348375152,0.92198056,1
719952686,0.92192066,1
710633266,0.92100304,1
264192451,0.92096937,1
1250287995,0.9199704,1
1327182802,0.91936094,1
479408826,0.91816175,1
999158844,0.917809,1
516013833,0.91731536,1
585608636,0.9172633,1
452229345,0.9149381,1
302346506,0.9147725,1
951573711,0.91377753,1
614615235,0.91265374,1
971108609,0.9113449,1
508442325,0.91033316,1
878976935,0.90884244,1
1456839179,0.90822446,1
285480881,0.9073628,1
960841355,0.9064492,1
1350587874,0.90494996,1
800100116,0.90277517,1
582110692,0.9024458,1
750344678,0.9014863,1
1199345235,0.9012723,1
321500216,0.90098417,1
700219427,0.9005531,1
916274165,0.8995203,1
1493825886,0.89901984,1
1200808878,0.89851236,1
853893960,0.89795065,1
1125932548,0.8978239,1
355859871,0.89743936,1
1071358676,0.89737225,1
1125770942,0.89631236,1
1064098715,0.8961951,1
460817670,0.8959829,1
1231971341,0.8958262,1
1332194712,0.8953989,1
1582619617,0.89501417,1
332754467,0.8942028,1
850217049,0.89318645,1
679020843,0.8923911,1
340674857,0.8923771,1
597221838,0.8923036,1
725911849,0.89208394,1
356662435,0.89056027,1
614269197,0.89050627,1
1454897491,0.8904501,1
973186813,0.889922,1
901895430,0.88990086,1
560499776,0.8898264,1
990418460,0.88944215,1
655087128,0.8889823,1
275046043,0.8878314,1
1352229749,0.88776034,1
823107219,0.8869853,1
1222748992,0.88620204,1
776562687,0.88513535,1
595961151,0.88511866,1
825039709,0.8844608,1
1023893441,0.88444394,1
1137753589,0.8836441,1
1156415991,0.8824481,1
981341952,0.88206005,1
469357652,0.8820268,1
633697399,0.8818348,1
985241289,0.88052446,1
1437893889,0.87975913,1
1049967128,0.87950563,1
569254088,0.87932026,1
265802677,0.87909,1
1351782779,0.8788797,1
440298764,0.87792456,1
876172743,0.87770015,1
1253149728,0.8757302,1
703610974,0.87566155,1
1229634178,0.874977,1
999655908,0.8748485,1
1318294749,0.8747222,1
747296112,0.87467444,1
1005037853,0.8738427,1
268237057,0.87212926,1
462250979,0.87140864,1
1027649404,0.869559,1
1083297421,0.8693663,1
1346661987,0.8692794,1
1052769493,0.8692444,1
597643863,0.868281,1
1136719846,0.8682011,1
779012668,0.86738366,1
745940686,0.86702216,1
334353609,0.86686456,1
571851534,0.8663723,1
1440838176,0.8651687,1
636964898,0.8646777,1
999222431,0.86401623,1
935575407,0.8639699,1
457966219,0.8635564,1
745487516,0.8627974,1
1144780108,0.86169875,1
491664360,0.86148244,1
966379219,0.8600739,1
658350101,0.8592471,1
946326608,0.8581914,1
999567231,0.8579005,1
812017494,0.8570091,1
263130415,0.85689294,1
660543608,0.85652524,1
451705509,0.8562597,1
308198538,0.85497487,1
1051386142,0.8549555,1
779846086,0.8545966,1
495599069,0.8532225,1
484136978,0.85255367,1
990758222,0.85239315,1
355984653,0.8505737,1
1109000125,0.84963834,1
1213881716,0.84931505,1
759217496,0.8490054,1
249952495,0.848951,1
659587021,0.84819955,1
1127528923,0.84725904,1
1077360503,0.84698355,1
642845444,0.84513104,1
891071377,0.84487903,1
597392052,0.8443402,1
644362477,0.84371626,1
266134787,0.84330857,1
279850258,0.84282696,1
667292347,0.8427659,1
831739592,0.8417432,1
609346979,0.8417287,1
958746746,0.84169674,1
891444836,0.84064114,1
889464941,0.8404633,1
345650089,0.84011984,1
432245359,0.8400521,1
597674785,0.8394133,1
473756828,0.83903515,1
1052835642,0.8387125,1
484234553,0.8379494,1
1010425272,0.8378087,1
865364445,0.83751947,1
464422087,0.8367648,1
1319687802,0.8361554,1
631590322,0.8360466,1
338529923,0.8360181,1
1292054930,0.83446425,1
278188904,0.83421504,1
1227525709,0.83372957,1
352906984,0.8334011,1
1224188569,0.83325386,1
805005484,0.83288,1
816668413,0.8325554,1
504139187,0.83244264,1
672560961,0.8323332,1
1367858820,0.832317,1
267431649,0.83225954,1
723680938,0.8319294,1
1125158574,0.8296216,1
771920658,0.8289549,1
808937929,0.8280333,1
294967894,0.8270917,1
355522005,0.82617253,1
752226126,0.8258997,1
1095364151,0.82587874,1
257381577,0.82587004,1
358548333,0.82572305,1
994305474,0.82557285,1
913709691,0.82492673,1
314236318,0.82364863,1
1385749802,0.82261455,1
524867394,0.821921,1
934123798,0.82103986,1
318751233,0.82091063,1
1439189948,0.8208159,1
970712613,0.8204733,1
634031260,0.82034016,1
1333333623,0.819419,1
789276429,0.8191382,1
1238491830,0.81865263,1
283272360,0.8182089,1
1303652009,0.8181143,1
779679442,0.81785107,1
1187443177,0.81749946,1
459485147,0.8172884,1
663202523,0.81690896,1
1179492522,0.8163458,1
1355386837,0.81599504,1
666848221,0.81525964,1
974828108,0.8151722,1
1013406306,0.8151134,1
1342775050,0.8149722,1
256410549,0.81446856,1
1218882397,0.8138312,1
348640601,0.81227815,1
1198655344,0.8110115,1
466558635,0.81082755,1
1115105873,0.81068534,1
249465047,0.80957335,1
1306743392,0.8086792,1
1246638651,0.8081523,1
998643975,0.80734664,1
1095641786,0.8063924,1
566624781,0.8061433,1
679375635,0.80610245,1
1122619694,0.80571413,1
462992579,0.8057021,1
1249442553,0.80478907,1
597573786,0.8046467,1
644104534,0.8041757,1
519562169,0.8028854,1
355560433,0.80243796,1
1133114549,0.80241233,1
860335831,0.80144453,1
1153365522,0.8006414,1
1233370816,0.80007917,1
513773510,0.8000186,1
788587051,0.7999533,1
861519361,0.7999517,1
1211026763,0.7986325,1
348536681,0.798549,1
354916631,0.7982738,1
317182492,0.79822814,1
576328088,0.7974569,1
1332462945,0.79705715,1
1236726991,0.79689646,1
774211006,0.79642636,1
618086048,0.7963716,1
1341549803,0.79558325,1
880972654,0.79548645,1
843005073,0.7949508,1
939134102,0.7947868,1
258392485,0.79459774,1
1089552153,0.7945407,1
300333280,0.79415417,1
306285953,0.79385525,1
620383766,0.7936176,1
477517240,0.7934886,1
1034290140,0.7930726,1
964454380,0.7925514,1
1437792745,0.79250175,1
1058531312,0.79244655,1
715432741,0.7923625,1
1070087118,0.79235804,1
1451756090,0.79122686,1
712351426,0.79106796,1
645208867,0.7910007,1
1219717993,0.7903923,1
528100768,0.7903391,1
1391269212,0.78984684,1
875428889,0.7892443,1
572385139,0.7889001,1
589454522,0.7887266,1
619115197,0.7884833,1
754066294,0.78843635,1
940568650,0.78796494,1
333707698,0.787006,1
854527480,0.7868098,1
1062670658,0.7863797,1
889236316,0.7857327,1
947228788,0.78564817,1
804186438,0.7856281,1
577144939,0.78553045,1
1062991461,0.78513193,1
1384295050,0.784809,1
1443544204,0.78475827,1
1019821918,0.7847485,1
273950532,0.78444207,1
1345754265,0.7831378,1
1326528214,0.78269184,1
993176120,0.78217787,1
483537514,0.7813233,1
698971498,0.7810086,1
1098486448,0.7801156,1
587789163,0.7799659,1
